0.01	1.3491519013086872e-10	0.8297778430249694
0.02	1.0826126661811486e-9	1.659594494137943
0.03	3.6552210147533515e-9	2.4893917084897517
0.04	8.663971318156882e-9	3.319188876942276
0.05	1.6922258705420745e-8	4.148985981430348
0.06	2.9242390287009812e-8	4.978783003889043
0.07	4.6436287703954804e-8	5.8085799262527305
0.08	6.931558171885399e-8	6.638376730456393
0.09	9.869447303856305e-8	7.468173398435846
0.1	1.3538280185798612e-7	8.297969912125392
0.11	1.801945792578863e-7	9.127766133055594
0.12	0.0	9.956499815324975
0.13	1.0658141036401503e-14	10.784999568675174
0.14	0.0	11.613289481400203
0.15	1.7763568394002505e-15	12.441369195203768
0.16	-1.7763568394002505e-15	13.268147188169287
0.17	8.881784197001252e-15	14.093273905843745
0.18	0.0	14.917057193566581
0.19	-7.105427357601002e-15	15.739110717873988
0.2	0.0	16.55764702028909
0.21	7.105427357601002e-15	17.374747270812264
0.22	0.0	18.189566422655183
0.23	8.881784197001252e-15	19.00121577775742
0.24	-1.5987211554602254e-14	19.807025019058468
0.25	1.2434497875801753e-14	20.61001432410047
0.26	7.105427357601002e-15	21.409442254648315
0.27	-7.105427357601002e-15	22.20307918306269
0.28	-1.0658141036401503e-14	22.987215356155044
0.29	-3.552713678800501e-15	23.76162682421377
0.3	0.0	24.530160834033907
0.31	-1.7763568394002505e-14	25.282420191074337
0.32	-1.0658141036401503e-14	26.018010319330145
0.33	-1.4210854715202004e-14	26.731971768507506
0.34	-1.0658141036401503e-14	27.413380389727614
0.35	1.4210854715202004e-14	28.02873871613398
0.36	-2.842170943040401e-14	28.44353416343968
0.37	-1.0658141036401503e-14	8.012171130135773
0.38	5.329070518200751e-15	7.2891561390099415
0.39	-5.329070518200751e-15	6.684526430681789
0.4	-1.0658141036401503e-14	6.140976534942563
0.41	8.881784197001252e-15	5.66810620466754
0.42	1.2434497875801753e-14	5.251332723269677
0.43	1.7763568394002505e-15	4.882783368029781
0.44	1.7763568394002505e-15	4.537913504927856
0.45	-1.2434497875801753e-14	4.247646400466863
0.46	5.329070518200751e-15	3.9682109693679255
0.47	-7.105427357601002e-15	3.717699646467427
0.48	-5.329070518200751e-15	3.497201057434408
0.49	-3.552713678800501e-15	3.294526872943866
0.5	-3.552713678800501e-15	3.106494590226651
0.51	-3.552713678800501e-15	2.9322176754067257
0.52	-7.105427357601002e-15	2.768898762178104
0.53	-7.105427357601002e-15	2.617967313092418
0.54	-7.105427357601002e-15	2.480617365696496
0.55	0.0	2.3566034360019685
0.56	8.881784197001252e-15	2.2437279476937277
0.57	3.552713678800501e-15	2.12752907717692
0.58	-7.105427357601002e-15	2.0273504269729266
0.59	-3.552713678800501e-15	1.9357483913366629
0.6	-3.552713678800501e-15	1.841823004942725
0.61	-1.0658141036401503e-14	1.765074689851179
0.62	0.0	1.679920304861902
0.63	3.552713678800501e-15	1.614202374808702
0.64	3.552713678800501e-15	1.5380080537166947
0.65	0.0	1.4803544467488408
0.66	-7.105427357601002e-15	1.4142215121934214
0.67	-7.105427357601002e-15	1.3588897957631723
0.68	0.0	1.304828387999848
0.69	0.0	1.2505947469201253
0.7	7.105427357601002e-15	1.2081258294796235
0.71	-1.4210854715202004e-14	1.158598408898687
0.72	7.105427357601002e-15	1.1138663387665666
0.73	0.0	1.0780034163703505
0.74	-7.105427357601002e-15	1.0362726563405857
0.75	3.552713678800501e-15	0.9973670567598276
0.76	0.0	0.9650497192993726
0.77	-1.0658141036401503e-14	0.9334874308243357
0.78	0.0	0.8992100581372817
0.79	-7.105427357601002e-15	0.8677630625710933
0.8	0.0	0.8417931141677926
0.81	-1.7763568394002505e-14	0.8158889248296504
0.82	-3.552713678800501e-15	0.7875149263918004
0.83	-3.552713678800501e-15	0.7610582037679556
0.84	-7.105427357601002e-15	0.737784768882161
0.85	-3.552713678800501e-15	0.7178749893721026
0.86	0.0	0.6963870562288363
0.87	0.0	0.673900598166469
0.88	-1.4210854715202004e-14	0.6525204648401584
0.89	7.105427357601002e-15	0.6336883521466135
0.9	0.0	0.6175849221539167
0.91	-3.552713678800501e-15	0.601671066211324
0.92	3.552713678800501e-15	0.5836323068292231
0.93	-1.0658141036401503e-14	0.5665891134845928
0.94	0.0	0.5502166571105143
0.95	-3.552713678800501e-15	0.5351128428127758
0.96	0.0	0.5218563767035569
0.97	3.552713678800501e-15	0.5096312505906866
0.98	-1.0658141036401503e-14	0.497178242742887
0.99	-3.552713678800501e-15	0.4835329898922467
1.0	-7.105427357601002e-15	0.47066110691829977
