      1,         2.25, -0.300000012
      2,         2.25,          1.5
      3,           2., -0.100000001
      4,           2.,          1.5
      5,   2.04999995, -0.300000012
      6,         1.75,          1.5
      7,         1.75, -0.300000012
      8,   1.95000005, -0.300000012
      9,         2.25,         -0.5
     10,    2.0999999,         -0.5
     11,           6.,         -0.5
     12,           6.,          1.5
     13,         1.75,         -0.5
     14,   1.89999998,         -0.5
     15,          -2.,          1.5
     16,          -2.,         -0.5
     17,         2.25, -0.285123974
     18,         2.25, -0.270247936
     19,         2.25, -0.255371898
     20,         2.25, -0.240495861
     21,         2.25, -0.225619838
     22,         2.25,   -0.2107438
     23,         2.25, -0.195867762
     24,         2.25, -0.180991739
     25,         2.25, -0.166115701
     26,         2.25, -0.151239663
     27,         2.25,  -0.13636364
     28,         2.25, -0.121487603
     29,         2.25, -0.106611572
     30,         2.25, -0.0917355344
     31,         2.25, -0.076859504
     32,         2.25, -0.0619834699
     33,         2.25, -0.0471074395
     34,         2.25, -0.0322314054
     35,         2.25, -0.0173553713
     36,         2.25, -0.00247933879
     37,         2.25, 0.0123966942
     38,         2.25, 0.0272727273
     39,         2.25, 0.0421487615
     40,         2.25, 0.0570247918
     41,         2.25, 0.0719008297
     42,         2.25, 0.0867768601
     43,         2.25,   0.10165289
     44,         2.25,  0.116528928
     45,         2.25,  0.131404966
     46,         2.25,  0.146280989
     47,         2.25,  0.161157027
     48,         2.25,  0.176033065
     49,         2.25,  0.190909088
     50,         2.25,  0.205785125
     51,         2.25,  0.220661163
     52,         2.25,  0.235537186
     53,         2.25,  0.250413209
     54,         2.25,  0.265289247
     55,         2.25,  0.280165285
     56,         2.25,  0.295041323
     57,         2.25,  0.309917361
     58,         2.25,  0.324793398
     59,         2.25,  0.339669436
     60,         2.25,  0.354545444
     61,         2.25,  0.369421482
     62,         2.25,   0.38429752
     63,         2.25,  0.399173558
     64,         2.25,  0.414049596
     65,         2.25,  0.428925633
     66,         2.25,  0.443801641
     67,         2.25,  0.458677679
     68,         2.25,  0.473553717
     69,         2.25,  0.488429755
     70,         2.25,  0.503305793
     71,         2.25,  0.518181801
     72,         2.25,  0.533057868
     73,         2.25,  0.547933877
     74,         2.25,  0.562809944
     75,         2.25,  0.577685952
     76,         2.25,   0.59256196
     77,         2.25,  0.607438028
     78,         2.25,  0.622314036
     79,         2.25,  0.637190104
     80,         2.25,  0.652066112
     81,         2.25,   0.66694212
     82,         2.25,  0.681818187
